x,y,z
0.7528063654899597,-0.3245885968208313,0.5093011260032654
0.7582904100418091,-0.3471817672252655,0.5336114764213562
0.824597179889679,-0.22141309082508087,0.5355562567710876
0.7268819212913513,-0.2131289392709732,0.5678889751434326
0.6560881733894348,-0.07556161284446716,0.5751821398735046
0.6730388402938843,-0.15413564443588257,0.50152188539505
0.788203239440918,-0.12074795365333557,0.5173235535621643
0.7236413955688477,0.0021608516108244658,0.4152202010154724
0.7946842908859253,-0.0409187451004982,0.3593065142631531
0.8667243719100952,-0.2846739888191223,0.2581755816936493
0.8263421058654785,-0.30350160598754883,0.22754456102848053
0.9377673864364624,-0.29747676849365234,0.18500152230262756
0.9559643864631653,-0.27739396691322327,0.17989633977413177
1.0743694305419922,-0.32283133268356323,0.13054640591144562
1.0606592893600464,-0.37755700945854187,0.12835848331451416
0.9654367566108704,-0.3142961263656616,0.15121017396450043
1.0137958526611328,-0.29948505759239197,0.1397843211889267
1.010056734085083,-0.38885360956192017,0.15291190147399902
0.9973437786102295,-0.4418220520019531,0.157773956656456
1.3423384428024292,-0.4694359302520752,0.18816184997558594
1.2109712362289429,-0.5018194317817688,0.18597392737865448
1.1783164739608765,-0.5299354195594788,0.16336533427238464
1.123476266860962,-0.5101036429405212,0.16069120168685913
1.0212740898132324,-0.4877614676952362,0.14513260126113892
0.9636918902397156,-0.5397257804870605,0.11620332300662994
0.9955989122390747,-0.5090994834899902,0.08387059718370438
1.2625709772109985,-0.43353790044784546,0.027227556332945824
1.2189480066299438,-0.37002596259117126,0.03354823589324951
1.1262181997299194,-0.23622415959835052,0.01750342920422554
1.1204849481582642,-0.13104040920734406,0.04059823229908943
1.0387232303619385,-0.18024331331253052,0.050322357565164566
1.0614070892333984,-0.2244255095720291,0.053482700139284134
0.9739120602607727,-0.20735512673854828,0.10745160281658173
0.9602020382881165,-0.19530543684959412,0.13613778352737427
1.0103060007095337,-0.1373162865638733,0.15582914650440216
1.0075639486312866,-0.09664857387542725,0.24747903645038605
0.9223124384880066,0.07298876345157623,0.2246273308992386
0.9646889567375183,0.0585830882191658,0.22316871583461761
0.6912357807159424,-0.06953676789999008,0.18208427727222443
0.7400934100151062,-0.0893685445189476,0.1801394522190094
1.108769178390503,-0.15313149988651276,0.17308945953845978
1.0464507341384888,-0.1943012773990631,0.2093118280172348
0.9886192679405212,-0.17622675001621246,0.24747903645038605
1.0202770233154297,-0.1707039624452591,0.20566529035568237
1.1785656213760376,-0.2093634009361267,0.23556697368621826
1.0930649042129517,-0.5045808553695679,0.19545495510101318
1.098798155784607,-0.48525115847587585,0.2170911282300949
1.1818063259124756,-0.572862446308136,0.2479652464389801
1.0875808000564575,-0.49981117248535156,0.24407559633255005
1.4313291311264038,-0.6260819435119629,0.21149975061416626
0.8068987727165222,-0.5974639058113098,0.21125666797161102
1.0688854455947876,-0.732018768787384,0.049106840044260025
1.6519362926483154,-0.5572982430458069,0.08387059718370438
1.380228042602539,-0.5128650069236755,0.17552049458026886
1.2358986139297485,-0.29797884821891785,0.022851698100566864
1.8820158243179321,-0.1717081218957901,0.2282738834619522
0.9083530902862549,-0.28668224811553955,0.3104427456855774
0.6491085290908813,-0.2831677496433258,0.22705836594104767
0.23082739114761353,0.0028811353258788586,0.04108443483710289
0.12887446582317352,-0.009539339691400528,-0.0459674708545208
0.21013766527175903,-0.11371897161006927,-0.05260448530316353
0.14432944357395172,-0.38358187675476074,-0.02876039408147335
-0.2880077362060547,-0.05497672036290169,-0.04203442484140396
-0.5296100974082947,-0.20584890246391296,-0.024335719645023346
-0.5278913974761963,-0.2515373229980469,0.07706370949745178
-0.7252982258796692,-0.17296329140663147,0.04667580872774124
-0.160577192902565,-0.3095264732837677,0.44147536158561707
-0.20919230580329895,0.01224482525140047,0.17697912454605103
3.0777814388275146,-0.9639753699302673,0.6148079037666321
1.0063176155090332,-0.2271869033575058,0.9118800163269043
2.597181797027588,-2.534954071044922,0.16190671920776367
2.0325772762298584,-1.1153496503829956,2.0393924713134766
0.606482744216919,0.27058663964271545,1.5757946968078613
-1.0454704761505127,-2.063258647918701,0.009481023997068405
0.8308290243148804,-1.279024600982666,0.16871359944343567
-0.14510874450206757,-0.7327718734741211,0.734900951385498
-0.6923971176147461,-0.9142704010009766,-0.04228023812174797
-1.0604479312896729,-0.09162786602973938,0.6092165112495422
0.6742851734161377,-0.7885017395019531,0.6374165415763855
0.447944700717926,-0.3461776077747345,0.5727510452270508
0.11192385852336884,-1.2604479789733887,0.7307681441307068
-0.14093472063541412,-0.5753727555274963,0.6123769283294678
-0.1755545735359192,-0.5916900634765625,0.5917131304740906
-0.13823388516902924,-0.7219773530960083,0.6833630204200745
-0.14388109743595123,-0.7839831113815308,0.6585664749145508
-0.18734006583690643,-0.4280151128768921,0.6658596396446228
0.276693731546402,-1.2584396600723267,0.5790717601776123
-0.04787852242588997,-0.9376167058944702,0.66877681016922
-0.1257118135690689,-0.306765079498291,0.6797164678573608
-0.15984059870243073,-0.8183748722076416,0.6235596537590027
-0.10189531743526459,-0.6150363683700562,0.6969768404960632
-0.2671375870704651,-0.600727379322052,0.7101043462753296
-0.14191684126853943,-0.6745316982269287,0.7344146966934204
-0.21925906836986542,-0.6850751638412476,0.6755837202072144
-0.19495151937007904,-0.6577123403549194,0.7314974665641785
-0.17629116773605347,-0.5939494371414185,0.7572664022445679
-0.14412662386894226,-0.5796403884887695,0.7001371383666992
-0.15885847806930542,-0.6659965515136719,0.7575094699859619
-0.11245314031839371,-0.6737785935401917,0.7876542806625366
